source,target,importance
NF1,PAN2,0.39497148990631104
UBA5,PAN2,0.38441306352615356
EPB41L2,PAN2,0.362476110458374
MEN1,PAN2,0.35531318187713623
MTIF2,PAN2,0.33972495794296265
MARS2,PAN2,0.31931257247924805
PPP4C,PAN2,0.31049495935440063
PPP4R2,PAN2,0.3007704019546509
BANP,PAN2,0.3005942106246948
ARFGEF1,PAN2,0.2997986078262329
CCDC9,PAN2,0.2977645993232727
STAG2,PAN2,0.2891197204589844
TSPYL5,PAN2,0.2881087064743042
MRPL55,PAN2,0.2844916582107544
NSUN4,PAN2,0.2837092876434326
MRPL33,PAN2,0.28194141387939453
MRPL17,PAN2,0.2806144952774048
UBA2,PCNX3,0.9432997703552246
UBE2I,PCNX3,0.9318758845329285
STX18,PCNX3,0.9226802587509155
SRP19,PCNX3,0.9203072190284729
SRP72,PCNX3,0.9161653518676758
SRPRB,PCNX3,0.9113163948059082
RTCB,PCNX3,0.9076514840126038
MAPKAP1,PCNX3,0.9062947034835815
DAD1,PCNX3,0.9056216478347778
DDOST,PCNX3,0.9036518335342407
RTRAF,PCNX3,0.9021517038345337
NUP188,PCNX3,0.9020978212356567
THG1L,PCNX3,0.9005149006843567
STT3B,PCNX3,0.8989548683166504
SEC61G,PCNX3,0.8984949588775635
DHDDS,PCNX3,0.8980073928833008
QARS,PCNX3,0.8953014612197876
SEH1L,PCNX3,0.8947415947914124
CLPB,PCNX3,0.8937220573425293
SNRPG,PCNX3,0.8936163783073425
RBM4,WDTC1,0.9769899249076843
KDM1A,WDTC1,0.9673585295677185
NAB1,WDTC1,0.9650319814682007
DNAAF3,WDTC1,0.964832067489624
CSNK2B,WDTC1,0.9640003442764282
HMBOX1,WDTC1,0.963589072227478
SUPT5H,WDTC1,0.9623955488204956
MED30,WDTC1,0.961819052696228
MED7,WDTC1,0.9611338973045349
PAPOLA,WDTC1,0.9602160453796387
AP2M1,WDTC1,0.9600207805633545
NDUFAF8,WDTC1,0.959638237953186
MED9,WDTC1,0.9591831564903259
POLR2H,WDTC1,0.9588812589645386
LMO2,WDTC1,0.958741307258606
SERF2,WDTC1,0.9585574269294739
MED19,WDTC1,0.9580747485160828
POLR2F,WDTC1,0.9579910039901733
MED1,WDTC1,0.9578927755355835
MIS18A,WDTC1,0.9578336477279663
HNRNPU,ING5,0.9167860746383667
SRRM2,ING5,0.9087129235267639
AP2B1,ING5,0.903302788734436
USP39,ING5,0.9019920825958252
CWC15,ING5,0.9017176628112793
SLIRP,ING5,0.8938243389129639
PRPF4B,ING5,0.8925665616989136
METTL16,ING5,0.8903372883796692
FNBP4,ING5,0.8902149200439453
SH3GLB2,ING5,0.8889860510826111
AMBRA1,ING5,0.8871517777442932
SRM,ING5,0.8869091868400574
MAT2A,ING5,0.8846423625946045
AHCTF1,ING5,0.8846249580383301
PUF60,ING5,0.8840417861938477
GPATCH1,ING5,0.8812353610992432
ARGLU1,ING5,0.8807765245437622
BNIP3L,ING5,0.8799582719802856
TXNL4A,ING5,0.8794680833816528
UBE2D3,ING5,0.8775510787963867
ZNF622,LTN1,0.9663438200950623
RPL36A,LTN1,0.9612093567848206
PYURF,LTN1,0.9601213335990906
TIMM13,LTN1,0.9555242657661438
LARS,LTN1,0.9481611847877502
SRM,LTN1,0.945823073387146
TRABD,LTN1,0.945580005645752
SSBP1,LTN1,0.9453691840171814
FARSA,LTN1,0.9435083866119385
SUMO1,LTN1,0.9429659247398376
TOMM22,LTN1,0.9408005475997925
GRPEL1,LTN1,0.9403588771820068
IARS2,LTN1,0.9396528005599976
PNPT1,LTN1,0.9392290711402893
RRP1,LTN1,0.939035952091217
HSPD1,LTN1,0.9389197826385498
SH3GLB2,LTN1,0.9388169050216675
PRPF6,LTN1,0.938679039478302
FARSB,LTN1,0.9386782050132751
TOMM40,LTN1,0.9386457800865173
SDR39U1,RNF31,0.9876084923744202
GAR1,RNF31,0.9833540916442871
GLB1,RNF31,0.9810751080513
COTL1,RNF31,0.9789162874221802
DDX21,RNF31,0.9777548313140869
WDR46,RNF31,0.9776816368103027
ZNHIT6,RNF31,0.97693932056427
RRP9,RNF31,0.976537823677063
RPP14,RNF31,0.9763563871383667
WDR3,RNF31,0.97617506980896
CCDC59,RNF31,0.9755998253822327
UTP23,RNF31,0.9750211834907532
NUFIP1,RNF31,0.9738262295722961
NOL7,RNF31,0.9722903966903687
ABT1,RNF31,0.9722163677215576
BYSL,RNF31,0.9719811677932739
PRXL2A,RNF31,0.971621036529541
POP5,RNF31,0.9713464975357056
DHX37,RNF31,0.9708188772201538
NOP58,RNF31,0.9691993594169617
NOL9,WDR55,0.935588002204895
PWP1,WDR55,0.9144307374954224
HERC1,WDR55,0.909902811050415
LAS1L,WDR55,0.9035423994064331
SPATA5,WDR55,0.8905261754989624
ZNF787,WDR55,0.8879385590553284
FOXRED2,WDR55,0.883015513420105
FERMT2,WDR55,0.8609305620193481
MYBBP1A,WDR55,0.8557377457618713
HIF1AN,WDR55,0.8531531691551208
GLIS1,WDR55,0.851230263710022
SURF6,WDR55,0.8368960618972778
ISG20L2,WDR55,0.8314535021781921
SPATA5L1,WDR55,0.8276582360267639
AAMP,WDR55,0.8182750940322876
HDAC6,WDR55,0.8163895606994629
NLE1,WDR55,0.8156543970108032
ZCCHC8,WDR55,0.8111500144004822
SOCS3,WDR55,0.808742880821228
CUL2,WDR55,0.8074225187301636
NUP133,THOC3,0.9037522077560425
TPR,THOC3,0.9035474061965942
PKM,THOC3,0.9028422832489014
ANKRD39,THOC3,0.889517068862915
FAM136A,THOC3,0.8863004446029663
MED6,THOC3,0.8838717937469482
MED11,THOC3,0.8835967779159546
MED10,THOC3,0.8831759691238403
POGLUT3,THOC3,0.8828446865081787
DHRSX,THOC3,0.882380485534668
PPP2R1A,THOC3,0.8822736740112305
MED17,THOC3,0.8815721273422241
MED19,THOC3,0.8812997937202454
SLC1A5,THOC3,0.8810681104660034
DDX39B,THOC3,0.8799992799758911
EPS8L1,THOC3,0.8797168731689453
KPNB1,THOC3,0.8791913986206055
MED28,THOC3,0.879176676273346
NUDT21,THOC3,0.8781489729881287
SEC61A1,THOC3,0.8780910968780518
MED19,VPS41,0.9712932109832764
KDM1A,VPS41,0.9697436094284058
MED7,VPS41,0.9689606428146362
POGLUT3,VPS41,0.9674665927886963
FAM136A,VPS41,0.967359185218811
MED30,VPS41,0.9671037793159485
SEC61A1,VPS41,0.9669252634048462
MED6,VPS41,0.966576874256134
MED17,VPS41,0.966510534286499
MED9,VPS41,0.9662984013557434
MED12,VPS41,0.9662679433822632
SUPT6H,VPS41,0.9659860134124756
MED21,VPS41,0.9655216336250305
MED1,VPS41,0.965225100517273
MED10,VPS41,0.9649903774261475
MED15,VPS41,0.9647775888442993
MED28,VPS41,0.9647388458251953
SUPT5H,VPS41,0.9643934965133667
NDUFAF8,VPS41,0.9642448425292969
ZNF706,VPS41,0.9629870653152466
DHX36,ZC3H3,0.8371543884277344
ZFC3H1,ZC3H3,0.7985202074050903
CXXC1,ZC3H3,0.7884092330932617
RPRD1B,ZC3H3,0.7681952118873596
TTI2,ZC3H3,0.7610920667648315
CDK9,ZC3H3,0.7510050535202026
CCNC,ZC3H3,0.7322307229042053
METTL14,ZC3H3,0.7285876274108887
CCNG1,ZC3H3,0.7242782115936279
MED31,ZC3H3,0.7105717062950134
ESYT2,ZC3H3,0.7093837261199951
GTF2H3,ZC3H3,0.7075315713882446
EXOSC1,ZC3H3,0.6859785318374634
POLR2M,ZC3H3,0.6824392080307007
PEX1,ZC3H3,0.6761451959609985
WDR5,ZC3H3,0.669742226600647
METTL3,ZC3H3,0.6687378287315369
RNF40,ZC3H3,0.6681341528892517
EIF1AD,ZC3H3,0.6679379343986511
PSMG1,ZC3H3,0.6667323112487793
CMC4,MRPS27,0.8389129638671875
ERAL1,MRPS27,0.8089054822921753
MRPS9,MRPS27,0.8017446398735046
DHX30,MRPS27,0.7872863411903381
DAP3,MRPS27,0.7867531180381775
TFB1M,MRPS27,0.7580849528312683
MRPS33,MRPS27,0.7568575739860535
MRPS17,MRPS27,0.7556326985359192
MRPS2,MRPS27,0.7538987994194031
RPUSD4,MRPS27,0.7535292506217957
MTCP1,MRPS27,0.7521926760673523
MRPS16,MRPS27,0.7516639828681946
ELAC2,MRPS27,0.7507363557815552
SIN3B,MRPS27,0.7474919557571411
RBFA,MRPS27,0.7400363683700562
ISCA2,MRPS27,0.7398686408996582
MRPS5,MRPS27,0.7391153573989868
MRPS22,MRPS27,0.7358048558235168
HNRNPA1,MRPS27,0.7354869246482849
MRPS24,MRPS27,0.7342857122421265
DOHH,METAP2,0.9777204394340515
KARS,METAP2,0.9767754077911377
HBS1L,METAP2,0.9765369892120361
CCNF,METAP2,0.9752163887023926
PPP2R1A,METAP2,0.9742488861083984
HMBOX1,METAP2,0.9741154313087463
EIF2S2,METAP2,0.9729917049407959
LDB1,METAP2,0.9720405340194702
WDR44,METAP2,0.9712777137756348
PHB2,METAP2,0.9710215330123901
MED12,METAP2,0.9708764553070068
PSMC6,METAP2,0.9706130027770996
SMC1A,METAP2,0.9703959226608276
MAD2L1,METAP2,0.9703721404075623
EEF2,METAP2,0.9696046113967896
CRLF3,METAP2,0.9693451523780823
MED22,METAP2,0.9692844748497009
BRIX1,METAP2,0.9692711234092712
DYNC1H1,METAP2,0.9692375063896179
GTF3C2,METAP2,0.9692248106002808
EIF3A,EIF3I,0.9883936047554016
EIF3G,EIF3I,0.9868590235710144
XRCC5,EIF3I,0.9770089983940125
GRPEL1,EIF3I,0.969892680644989
PMPCB,EIF3I,0.9695802927017212
HSPA9,EIF3I,0.9677466154098511
NR2F2,EIF3I,0.966793417930603
HARS,EIF3I,0.966360330581665
TIMM23B,EIF3I,0.9651856422424316
XRCC6,EIF3I,0.9650718569755554
IARS2,EIF3I,0.9650105237960815
BCCIP,EIF3I,0.964942216873169
RPL36A,EIF3I,0.9646416902542114
PHB,EIF3I,0.9644641876220703
ABCF1,EIF3I,0.9643946290016174
VARS,EIF3I,0.9638280868530273
DNAJC19,EIF3I,0.962693989276886
SUMO1,EIF3I,0.9622941017150879
PAM16,EIF3I,0.9617377519607544
DPH2,EIF3I,0.961280107498169
URB2,TEX10,0.9837285876274109
CCDC86,TEX10,0.9822756052017212
NLE1,TEX10,0.9810458421707153
SURF6,TEX10,0.9805034399032593
EIF6,TEX10,0.9796493053436279
MYBBP1A,TEX10,0.9771386384963989
NOL12,TEX10,0.9762225151062012
AAMP,TEX10,0.975612461566925
CARF,TEX10,0.9755337834358215
DDX55,TEX10,0.9748183488845825
TMA16,TEX10,0.9737482070922852
RRS1,TEX10,0.9724766612052917
MOSMO,TEX10,0.9709790945053101
TPP2,TEX10,0.9702080488204956
RPF2,TEX10,0.9689947962760925
GTPBP4,TEX10,0.9659621119499207
SDAD1,TEX10,0.9657557010650635
SPATA5L1,TEX10,0.9656335115432739
PES1,TEX10,0.9656237363815308
MDN1,TEX10,0.9649767875671387
DAD1,GCSH,0.9796674251556396
KARS,GCSH,0.973373293876648
TMEM258,GCSH,0.9722158908843994
EIF2S2,GCSH,0.9708478450775146
PRELID1,GCSH,0.970745861530304
HIPK1,GCSH,0.9699022769927979
RPN1,GCSH,0.9691221117973328
ALG11,GCSH,0.967393159866333
SLC7A1,GCSH,0.9662063717842102
EPRS,GCSH,0.9654672741889954
YARS,GCSH,0.9648504257202148
DNAAF3,GCSH,0.9644719362258911
VPS29,GCSH,0.9643974900245667
MAPKAP1,GCSH,0.9639281034469604
DHDDS,GCSH,0.9630498886108398
SERF2,GCSH,0.9630234241485596
SRP72,GCSH,0.962207555770874
SEC61A1,GCSH,0.9615532159805298
RAB5IF,GCSH,0.9612870812416077
PAPOLA,GCSH,0.960840106010437
EIF3F,EIF3M,0.9835004806518555
EIF1AX,EIF3M,0.9586888551712036
SAMM50,EIF3M,0.9205433130264282
XRCC6,EIF3M,0.9199600219726562
EIF4G1,EIF3M,0.919735312461853
HSD17B12,EIF3M,0.916120707988739
VARS,EIF3M,0.9135840535163879
TIMM9,EIF3M,0.9131188988685608
HARS,EIF3M,0.9130688309669495
DPH2,EIF3M,0.9130042791366577
EIF3A,EIF3M,0.9129334092140198
LETM1,EIF3M,0.9119031429290771
DARS,EIF3M,0.9101344347000122
ABCF1,EIF3M,0.9100847244262695
CHCHD4,EIF3M,0.9098955392837524
TAZ,EIF3M,0.9096415638923645
EIF3I,EIF3M,0.9092839956283569
GFER,EIF3M,0.9082074165344238
AFG3L2,EIF3M,0.9061762094497681
MICOS10,EIF3M,0.906123697757721
CHAF1A,SLBP,0.8709604144096375
ARPC1B,SLBP,0.8180237412452698
CHAF1B,SLBP,0.7872995138168335
POLA2,SLBP,0.7739730477333069
DONSON,SLBP,0.7506594061851501
TICRR,SLBP,0.7470757961273193
ARHGAP6,SLBP,0.7448991537094116
SUGT1,SLBP,0.7376886606216431
FOLR3,SLBP,0.7146119475364685
ORC1,SLBP,0.6943967342376709
NFYC,SLBP,0.6521281003952026
ORC6,SLBP,0.6471128463745117
TPX2,SLBP,0.6448793411254883
CPSF2,SLBP,0.6442853212356567
CASP8AP2,SLBP,0.6378676891326904
GINS1,SLBP,0.6351627707481384
CALR,SLBP,0.6228320598602295
LSM11,SLBP,0.6156854629516602
MCM10,SLBP,0.6069759130477905
GINS2,SLBP,0.6056969165802002
MED28,POGLUT3,0.9983340501785278
MED10,POGLUT3,0.9981515407562256
MED11,POGLUT3,0.9967581033706665
MED6,POGLUT3,0.9958657026290894
MED17,POGLUT3,0.9957851767539978
SUPT6H,POGLUT3,0.9957513809204102
MED21,POGLUT3,0.9949132800102234
MED7,POGLUT3,0.9940993785858154
MED20,POGLUT3,0.9937295913696289
MED19,POGLUT3,0.9935484528541565
ZDHHC7,POGLUT3,0.9933902621269226
POLR2E,POGLUT3,0.9924335479736328
EPS8L1,POGLUT3,0.9918094873428345
MED9,POGLUT3,0.9914414286613464
MED30,POGLUT3,0.9911308288574219
POLR2F,POGLUT3,0.990652322769165
MED1,POGLUT3,0.9900438785552979
MED4,POGLUT3,0.9900099635124207
MED15,POGLUT3,0.9895141124725342
SUPT5H,POGLUT3,0.9892187118530273
UTP11,TSC1,0.8135526180267334
PTEN,TSC1,0.8131309747695923
TBL3,TSC1,0.8083888292312622
RPS21,TSC1,0.8032703399658203
DDX21,TSC1,0.8024954795837402
POP4,TSC1,0.8007502555847168
CIAPIN1,TSC1,0.800565242767334
SRFBP1,TSC1,0.8002447485923767
DDX10,TSC1,0.7996100783348083
RPS19BP1,TSC1,0.798521876335144
MCEE,TSC1,0.7966097593307495
UTP6,TSC1,0.7964595556259155
UTP23,TSC1,0.7964000701904297
DDX52,TSC1,0.7956278324127197
C18orf21,TSC1,0.7955433130264282
POP1,TSC1,0.7953637838363647
WDR36,TSC1,0.7953398823738098
NOP14,TSC1,0.7952438592910767
RPS10,TSC1,0.7948784828186035
DHX37,TSC1,0.7938393354415894
RPF1,ASXL1,0.8898056745529175
EIF5B,ASXL1,0.8857455253601074
GTPBP4,ASXL1,0.8757426738739014
ISG20L2,ASXL1,0.8747231364250183
RPL26,ASXL1,0.8734763860702515
WDR12,ASXL1,0.8701497316360474
NLE1,ASXL1,0.868537425994873
CARF,ASXL1,0.8685144186019897
SPOUT1,ASXL1,0.8684987425804138
TPP2,ASXL1,0.8669012784957886
MDN1,ASXL1,0.8668017387390137
RRS1,ASXL1,0.8660574555397034
STK24,ASXL1,0.8649868965148926
CCDC86,ASXL1,0.864483118057251
EIF6,ASXL1,0.861675500869751
PES1,ASXL1,0.856162965297699
RPL24,ASXL1,0.8557643294334412
FERMT2,ASXL1,0.8508886098861694
NMD3,ASXL1,0.8471685647964478
RPL23A,ASXL1,0.8470185995101929
ELP5,ELOF1,0.8300698399543762
SLC39A6,ELOF1,0.7936841249465942
NR2C2AP,ELOF1,0.7758669853210449
C14orf178,ELOF1,0.765607476234436
CHKB,ELOF1,0.7632219791412354
DNTTIP1,ELOF1,0.7601033449172974
PRMT1,ELOF1,0.7585867643356323
ELP3,ELOF1,0.7552485466003418
PPCS,ELOF1,0.7488846778869629
KAT8,ELOF1,0.748869776725769
CNOT10,ELOF1,0.7485328912734985
PPIE,ELOF1,0.747745156288147
ERAL1,ELOF1,0.7464712262153625
METTL17,ELOF1,0.7436812520027161
PPP1R8,ELOF1,0.7411535978317261
CWF19L2,ELOF1,0.7403587698936462
U2SURP,ELOF1,0.7350016832351685
DAP3,ELOF1,0.7323177456855774
MTRF1L,ELOF1,0.7306788563728333
IBA57,ELOF1,0.726965069770813
CHAF1B,ARHGAP6,0.8465061187744141
LSM11,ARHGAP6,0.8390064239501953
CHAF1A,ARHGAP6,0.7966302633285522
ARPC1B,ARHGAP6,0.7858192920684814
CASP8AP2,ARHGAP6,0.7761480212211609
FOLR3,ARHGAP6,0.7599263787269592
SLBP,ARHGAP6,0.7448991537094116
POLA2,ARHGAP6,0.7335610389709473
DONSON,ARHGAP6,0.7324813008308411
RAD51,ARHGAP6,0.731721043586731
GINS2,ARHGAP6,0.7275828719139099
MCM10,ARHGAP6,0.7130141854286194
KAT7,ARHGAP6,0.7021941542625427
RFC3,ARHGAP6,0.7017926573753357
ORC1,ARHGAP6,0.699959933757782
HIST2H3A,ARHGAP6,0.6936310529708862
SS18L2,ARHGAP6,0.6915427446365356
MCM2,ARHGAP6,0.688993513584137
MCM5,ARHGAP6,0.6879138946533203
MMS22L,ARHGAP6,0.6868562698364258
UXT,PFDN2,0.9881603717803955
RPAP3,PFDN2,0.9844685196876526
POLR2A,PFDN2,0.9835889935493469
GPN3,PFDN2,0.9835776090621948
MNAT1,PFDN2,0.9833803176879883
ERCC2,PFDN2,0.9812281131744385
POLR2C,PFDN2,0.9808396100997925
HPS5,PFDN2,0.9780251383781433
POLR2B,PFDN2,0.9765088558197021
GTF2H1,PFDN2,0.9764927625656128
NUMA1,PFDN2,0.9761745929718018
TMEM161B,PFDN2,0.9761723279953003
URI1,PFDN2,0.9759140610694885
TANGO6,PFDN2,0.9748392701148987
RPAP2,PFDN2,0.9717882871627808
CTDP1,PFDN2,0.9717652797698975
MED8,PFDN2,0.9716180562973022
GTF2E2,PFDN2,0.9711729884147644
RPAP1,PFDN2,0.9692993760108948
GTF2E1,PFDN2,0.9689178466796875
SURF6,URB2,0.9861165285110474
TEX10,URB2,0.9837285876274109
AAMP,URB2,0.9832929372787476
TMA16,URB2,0.9792726039886475
MOSMO,URB2,0.978563129901886
NOL12,URB2,0.9774279594421387
DDX55,URB2,0.9745116233825684
MYBBP1A,URB2,0.9743109941482544
CCDC86,URB2,0.972434937953949
NLE1,URB2,0.9696266651153564
CARF,URB2,0.9688538312911987
EIF6,URB2,0.9678151607513428
SPATA5L1,URB2,0.9673783779144287
GNL3L,URB2,0.9645659923553467
RPF2,URB2,0.9621648192405701
CINP,URB2,0.9603649377822876
GTPBP4,URB2,0.9588452577590942
RRS1,URB2,0.9576990604400635
TPP2,URB2,0.9574838280677795
MDN1,URB2,0.955876350402832
COX7B,CYCS,0.9349396228790283
COX6C,CYCS,0.8679351806640625
COX11,CYCS,0.8608021140098572
SDHA,CYCS,0.8482736945152283
COX10,CYCS,0.8258418440818787
COX5A,CYCS,0.8160290122032166
COX7C,CYCS,0.8151188492774963
STXBP4,CYCS,0.8077808618545532
UQCRFS1,CYCS,0.8041134476661682
COX17,CYCS,0.7997426390647888
PPP3CB,CYCS,0.7887679934501648
SDHC,CYCS,0.7761458158493042
NDUFB9,CYCS,0.7538818717002869
COX5B,CYCS,0.7522890567779541
UQCRB,CYCS,0.7513633966445923
UQCRQ,CYCS,0.7490978240966797
COA5,CYCS,0.7021147012710571
CERK,CYCS,0.6964014768600464
DHODH,CYCS,0.6858097314834595
TMEM259,CYCS,0.6459167003631592
TRABD,TMED2,0.9459812641143799
TERF2IP,TMED2,0.942017138004303
RNPS1,TMED2,0.9418815970420837
PRELID1,TMED2,0.9418039321899414
TMED10,TMED2,0.940407395362854
ATR,TMED2,0.9403582215309143
SLC7A1,TMED2,0.9393104314804077
VPS35,TMED2,0.9384413957595825
HIPK1,TMED2,0.9373817443847656
VPS29,TMED2,0.9356505274772644
PPP1CA,TMED2,0.9355282783508301
DHDDS,TMED2,0.9354866147041321
SSU72,TMED2,0.9350176453590393
WIZ,TMED2,0.9324595928192139
KARS,TMED2,0.9322085976600647
DAD1,TMED2,0.9315289855003357
PUF60,TMED2,0.9314666986465454
ROMO1,TMED2,0.9313437938690186
EIF2B4,TMED2,0.9308295845985413
HSPA5,TMED2,0.9306296706199646
HEXIM1,PRMT1,0.8538019061088562
RBM17,PRMT1,0.8436506986618042
U2SURP,PRMT1,0.8397651314735413
C14orf178,PRMT1,0.8302382230758667
CHERP,PRMT1,0.822590708732605
PPIE,PRMT1,0.7905901074409485
GMIP,PRMT1,0.7808194160461426
METTL17,PRMT1,0.7807967066764832
NR2C2AP,PRMT1,0.7751882076263428
CDC5L,PRMT1,0.7751531004905701
ELP5,PRMT1,0.7716267108917236
DAP3,PRMT1,0.7710021138191223
CHKB,PRMT1,0.7682762742042542
IBA57,PRMT1,0.7677924633026123
CIAO1,PRMT1,0.7664735317230225
PPCS,PRMT1,0.7643807530403137
ERAL1,PRMT1,0.7640178203582764
CWF19L2,PRMT1,0.7638126015663147
MTRF1L,PRMT1,0.7600187063217163
ELOF1,PRMT1,0.7585867643356323
GPS1,COPS2,0.9828387498855591
COPS4,COPS2,0.9811364412307739
COPS3,COPS2,0.9745804071426392
COPS8,COPS2,0.9719700217247009
COPS6,COPS2,0.9682236909866333
MAD2L1,COPS2,0.955822229385376
BUB3,COPS2,0.955260157585144
SNRPC,COPS2,0.9543449878692627
COPS5,COPS2,0.9541269540786743
SNRPG,COPS2,0.9534216523170471
STT3B,COPS2,0.9526023864746094
ZNF207,COPS2,0.9521516561508179
QARS,COPS2,0.9512755870819092
PSMA3,COPS2,0.9477047920227051
EIF2B4,COPS2,0.9476563334465027
PHB2,COPS2,0.94618821144104
INTS2,COPS2,0.945508599281311
DOHH,COPS2,0.9449509382247925
DYNC1H1,COPS2,0.9446609020233154
UBA2,COPS2,0.94464111328125
ALAD,C5orf30,0.9581934213638306
CDC7,C5orf30,0.9416799545288086
PFN1,C5orf30,0.9329628944396973
FAM122B,C5orf30,0.9298328161239624
ING3,C5orf30,0.9289093613624573
FAM122A,C5orf30,0.9271669387817383
DPY19L4,C5orf30,0.9234288334846497
DYNLL1,C5orf30,0.9221780300140381
ALAS1,C5orf30,0.9179611206054688
RFC2,C5orf30,0.9137354493141174
HUS1,C5orf30,0.9095638990402222
CCND3,C5orf30,0.9094028472900391
USP37,C5orf30,0.9021645784378052
TFDP1,C5orf30,0.9009735584259033
KIF20A,C5orf30,0.899617075920105
RFC5,C5orf30,0.8937146663665771
KDM6A,C5orf30,0.893703043460846
WDHD1,C5orf30,0.8897687196731567
ATAD5,C5orf30,0.8892489671707153
GPS2,C5orf30,0.8858717679977417
DDX18,RPS12,0.984894871711731
LTV1,RPS12,0.9841855764389038
C1orf131,RPS12,0.9829088449478149
RPS11,RPS12,0.9828540682792664
RPS3,RPS12,0.9823187589645386
TSR2,RPS12,0.9817547798156738
RPS9,RPS12,0.9805201888084412
RPS5,RPS12,0.980400800704956
RRP12,RPS12,0.9800254106521606
RIOK1,RPS12,0.9799981117248535
IMP4,RPS12,0.9799233675003052
RPS7,RPS12,0.9793121218681335
RPS15A,RPS12,0.9790968894958496
RPS19,RPS12,0.9787893295288086
RPS20,RPS12,0.9785382747650146
RPS6,RPS12,0.9785008430480957
RPS13,RPS12,0.9784245491027832
DIMT1,RPS12,0.9776578545570374
KRR1,RPS12,0.9774245619773865
RPS24,RPS12,0.9764907360076904
GLRX3,KEAP1,0.9298943281173706
METTL21A,KEAP1,0.9274170398712158
NAE1,KEAP1,0.9077340364456177
DAXX,KEAP1,0.8994013071060181
CDC73,KEAP1,0.870308518409729
PAICS,KEAP1,0.8604623079299927
TWSG1,KEAP1,0.8587802648544312
HIST2H2AB,KEAP1,0.8569389581680298
PTGR2,KEAP1,0.8529341816902161
UMPS,KEAP1,0.8526182174682617
NUB1,KEAP1,0.8501823544502258
CUL3,KEAP1,0.8491438627243042
BRIX1,KEAP1,0.8484121561050415
MYB,KEAP1,0.8473367691040039
UBA3,KEAP1,0.8467694520950317
POLR1A,KEAP1,0.8443403244018555
WDR43,KEAP1,0.8425920009613037
TMX2,KEAP1,0.8422167897224426
KPNB1,KEAP1,0.8416978120803833
ZNRD1,KEAP1,0.8406591415405273
WBP11,RBMX2,0.9784159660339355
PRPF19,RBMX2,0.973503589630127
SF3A2,RBMX2,0.971589207649231
PHB2,RBMX2,0.9700422883033752
DNAJC19,RBMX2,0.9684059023857117
FAM32A,RBMX2,0.9679192304611206
HSPA9,RBMX2,0.9670177698135376
ZNF207,RBMX2,0.9669637680053711
ROMO1,RBMX2,0.9635590314865112
PAM16,RBMX2,0.9618864059448242
PAXBP1,RBMX2,0.9618221521377563
PHB,RBMX2,0.9616664052009583
DOHH,RBMX2,0.9615118503570557
TRABD,RBMX2,0.961226224899292
PRPF4B,RBMX2,0.9608438014984131
STT3B,RBMX2,0.9605380296707153
UBAP2L,RBMX2,0.9603503942489624
EIF2B4,RBMX2,0.9595112800598145
RSRC2,RBMX2,0.9583319425582886
ATR,RBMX2,0.9581781625747681
PPRC1,DPH1,0.6807215213775635
RNMT,DPH1,0.6779654026031494
PUM1,DPH1,0.6640536785125732
GFOD2,DPH1,0.6603125929832458
USP36,DPH1,0.6501206755638123
RAMAC,DPH1,0.6495867371559143
PDLIM5,DPH1,0.6490920782089233
PDCD2,DPH1,0.6429591178894043
TBP,DPH1,0.6408945918083191
GALNT6,DPH1,0.6363495588302612
PARN,DPH1,0.6358517408370972
EXOSC10,DPH1,0.6334666609764099
DHX33,DPH1,0.6329525709152222
EIF4ENIF1,DPH1,0.6313725709915161
GPALPP1,DPH1,0.6304239630699158
LPIN1,DPH1,0.6300967335700989
ASPH,DPH1,0.6240440011024475
HOXA3,DPH1,0.6237028241157532
TRRAP,DPH1,0.6214339137077332
DNAJC24,DPH1,0.6210163235664368
EXOC1,EXOC4,0.8679817318916321
EFR3A,EXOC4,0.811286449432373
CAMLG,EXOC4,0.7861477136611938
ZRSR2,EXOC4,0.7219433188438416
ATP6V1C1,EXOC4,0.7075275778770447
STRAP,EXOC4,0.707330584526062
NDUFB4,EXOC4,0.7021943926811218
NDUFV2,EXOC4,0.6866266131401062
HCCS,EXOC4,0.6834304928779602
NPC1,EXOC4,0.6832128763198853
FKBP15,EXOC4,0.6817384362220764
NDUFA8,EXOC4,0.6800837516784668
PPP3CB,EXOC4,0.6796482801437378
DGKD,EXOC4,0.6695266962051392
RBM7,EXOC4,0.660377562046051
SETD5,EXOC4,0.6599782705307007
NDUFB8,EXOC4,0.6586865186691284
NDUFB10,EXOC4,0.6586018800735474
CDIPT,EXOC4,0.6487648487091064
FLII,EXOC4,0.6459190249443054
RPL7,RPL10,0.9936561584472656
RPL31,RPL10,0.9934714436531067
RPL27A,RPL10,0.9931278228759766
RPL14,RPL10,0.9928745031356812
RPL38,RPL10,0.9906028509140015
RPL4,RPL10,0.9903732538223267
RPL17,RPL10,0.9902104139328003
RPL21,RPL10,0.9900554418563843
RPL23,RPL10,0.989250898361206
RPL5,RPL10,0.9890097379684448
RPL9,RPL10,0.988660991191864
RPL13,RPL10,0.9880327582359314
RPL19,RPL10,0.9876693487167358
RPL10A,RPL10,0.9872338771820068
RPL37A,RPL10,0.9870242476463318
RPL6,RPL10,0.986280083656311
RPL30,RPL10,0.9847820997238159
RPL35,RPL10,0.9843660593032837
RPL34,RPL10,0.9838625192642212
RPL36,RPL10,0.982653021812439
TCOF1,SLC16A5,0.9743862152099609
POLR1D,SLC16A5,0.972091555595398
